"","B_p.val","A_p.val","C_p.val","B_r.sq","A_r.sq","C_r.sq","B_avg","A_avg","C_avg","B_acro","A_acro","C_acro","B_amplitude","A_amplitude","C_amplitude","B_q.val","A_q.val","C_q.val","Group:Time_p.val","Group:Time_q.val"
"Variable_80",0.262141352887023,0.0127587293547122,0.204291613284272,0.0882012289439842,0.267680615007329,0.107245225935036,5.9886109956038,6.27009176074043,6.43825117187883,23.585506795782,8.26000154404457,22.187011517953,0.56988737071143,0.917320557358008,0.554204070029011,0.891301806403732,0.0752093519856717,0.695213055270143,0.0638865590222561,0.482447656061035
"Variable_81",0.0735517471601964,0.0734545663612601,0.248500952555298,0.164716313410736,0.170146666653165,0.0946653406517071,1.1881029432789,1.15348107601099,1.07968486791107,11.6965169510181,5.70497157601072,19.9473987604741,0.261473557164073,0.274574226503951,0.197734053265662,0.489778620820399,0.182820254054692,0.695213055270143,0.0506010388184025,0.482447656061035
"Variable_82",0.896213568724371,0.119336990178363,0.660608062838274,0.00752852016311463,0.140876966424486,0.0291797023678672,0.465963655413755,0.374869353322544,0.0587837073758423,11.1347560691857,10.0201232584212,9.35516290930442,0.0926272825896566,0.342571977100366,0.074920765830348,0.998231663347225,0.241637867521903,0.913433370838107,1,1
"Variable_83",0.411373635109317,0.0281419567387608,0.833943397588608,0.0594202649935502,0.225110828094341,0.0128869392909653,1.77372270951311,2.21757021501176,3.0174748241373,2.46616763608441,21.2559471575954,22.2737704061118,0.726241071404486,1.18473122874195,0.119093219967438,0.994799583401223,0.112567826955043,0.990965631763412,0.219740489954098,0.52465272815753
"Variable_84",0.846703057771379,0.28703138822492,0.251891142691397,0.0114106218947578,0.0852958050512459,0.0937886597265516,1.36969490707407,1.25344664000362,1.08248567697429,6.73420625370143,22.3384581563511,12.5069072033995,0.110611514032235,0.175769970850746,0.148166723427044,0.998231663347225,0.396882907175198,0.695213055270143,0.604224340785346,0.770280415852049
"Variable_85",0.765356589752769,0.13170804147907,0.166504989037554,0.0182732863779294,0.134802683622836,0.12019249809414,2.30956619344378,2.12399714890309,2.02546431242594,4.58739889878746,21.1054118438742,12.8474642975051,0.143733358721135,0.239366170584605,0.152010648439403,0.998231663347225,0.258794748169401,0.621618625740201,0.542878270156786,0.7600295782195
"Variable_86",0.540319168678684,0.501627516423061,0.0104178778419135,0.041566257936937,0.0480839093351202,0.278206769966326,0.926225219793643,0.717418652974061,0.676829395803361,6.84991590573663,22.1047910692329,9.13518559061787,0.187882554626768,0.125497791166405,0.229084457648261,0.998231663347225,0.624247575993143,0.129644702032701,0.5744538628176,0.770280415852049
"Variable_87",0.366281034798817,0.566034209590844,0.42134382169056,0.066921383564394,0.0398349232955168,0.0598690923905481,-1.99687575341799,-2.0507600353375,-2.31510944221222,11.0927518133465,11.7811264022799,11.9147531147758,0.140186006894756,0.082016747161009,0.0907980853074344,0.994799583401223,0.662434725202112,0.786508467155712,1,1
"Variable_88",0.938456185860841,0.480058732630724,0.403461369468346,0.00437104727308606,0.0510675187925811,0.0627768724029724,-3.47012281176434,-3.37024295734834,-3.24987470268206,19.010688352735,21.9919202477215,9.51983301758035,0.103244492805129,0.318204144371983,0.19121128683851,0.998231663347225,0.604118854546528,0.779097816904393,0.90554556103605,1
"Variable_89",0.579954821215446,0.116157701494567,0.231070828375015,0.0368756652713403,0.142532407762301,0.099355869744626,-4.22618538370063,-4.36913248438307,-4.48729372823953,6.36950056502431,20.9179548753666,13.5090000924762,0.264981882746214,0.427033517550845,0.251943724226297,0.998231663347225,0.241637867521903,0.695213055270143,0.267134169150475,0.527606554828318
"Variable_90",0.652184654396734,0.000410815252400016,0.0793779797018285,0.0290475302824934,0.427048828992702,0.165536882928517,-0.321451391189691,-0.325819506341583,-0.240273001242653,7.33863597303842,20.4794316642435,7.37905265236757,0.222850445588981,0.63431332424921,0.188968456066784,0.998231663347225,0.00920226165376035,0.54797818439404,0.00856574790653701,0.159893960922024
"Variable_91",0.0213744721585157,0.0888209670444306,8.16375959706808e-05,0.232955831873688,0.158810265541952,0.489504218458528,-2.7901890271988,-2.80086026380954,-2.81118384096475,23.8047023498818,22.8260517310506,20.4687299702657,0.0860118580048516,0.0721785055644526,0.128165233505061,0.217630989250342,0.207248923103671,0.00304780358290542,0.0812549286048131,0.505586222429948
"Variable_92",0.87373729118709,0.009874757577466,0.337500037180085,0.00926546585973021,0.280961923831125,0.074651610985955,-3.67868885986575,-3.50212771358275,-3.64206574077689,16.268461422019,8.7979794022776,16.4208881341935,0.184107801317737,0.923809428274223,0.339182981356537,0.998231663347225,0.0752093519856717,0.741176552238617,0.0732286620806928,0.482447656061035
"Variable_93",0.195613721883477,0.706741749625178,0.889958592227537,0.106425046225953,0.024487338714719,0.00829259253042487,-4.22948791595877,-4.32273807905875,-4.40273050615491,18.2889852310563,4.63268274523789,22.0652591109983,0.0656069776218626,0.034130182124034,0.0148341680964808,0.825453670214633,0.739767065028224,0.993710502923207,0.320076503172285,0.569024894528507
"Variable_94",0.531435863882273,0.0235596262985708,0.990552739789739,0.0426613858043152,0.234885708650764,0.000677782247333481,-4.66307953047391,-4.77057428018405,-5.87860356991827,3.33470504461531,8.60922187529233,18.3336168240417,0.353782883191218,0.866966692208409,0.0640765503445786,0.998231663347225,0.101242358231847,0.993710502923207,0.623720550771179,0.784906760521034
"Variable_95",0.488517652563101,0.0244066399308917,0.266912155148358,0.0482048963493879,0.232952957832731,0.0900316004398326,-2.90624778427161,-2.87561946066082,-3.36397510283502,14.4081626566257,21.0748735437361,22.6379511284003,0.178332629147976,0.183249434352763,0.0893390902818031,0.994799583401223,0.101242358231847,0.695213055270143,0.22970829264906,0.52465272815753
"Variable_96",0.412961962604536,0.756574670342663,0.344397624420669,0.0591702581717062,0.0197280923072756,0.0733134329971837,0.528519411202971,0.543571462783272,0.549425098938723,5.59732412776196,22.9201699462265,7.84065017670365,0.0803433710153844,0.0390351673794131,0.070482951568469,0.994799583401223,0.775089208196275,0.74177949875221,0.873530136694193,0.978353753097496
"Variable_97",0.364366308454557,0.0110666396983644,0.614373272278365,0.0672585944917667,0.275085409851521,0.0341981734392522,-2.79608094267523,-2.96744735405952,-2.96472866055956,3.5313318474332,21.7718518368118,21.3967723872381,0.219020119555683,0.311175185568543,0.0727422780437265,0.994799583401223,0.0752093519856717,0.905392190726011,0.180927151717442,0.52465272815753
"Variable_98",0.888545185359658,0.0521268180156617,0.478538238603559,0.00811652150042234,0.190230312912966,0.0512825181188699,-4.03347350442357,-4.1527644483842,-4.18237129607621,6.49715571727019,22.3743659780369,12.1723525716609,0.0528457706599931,0.250292435995904,0.110591647277716,0.998231663347225,0.153636937309319,0.793553756978093,0.11166475337128,0.52465272815753
"Variable_99",0.00769902353752044,0.194221535007129,0.0834854471875534,0.285113754614564,0.110462832872351,0.162524331027549,-4.63752451365418,-4.58219258529652,-4.55046819592029,4.86248375858894,3.85281559540306,0.747758036405919,0.175833428812107,0.128857347992557,0.118602805940202,0.123184376600327,0.331403463392913,0.54797818439404,0.437387954107407,0.653166011467062
"Variable_100",0.834781040831857,0.255391706315981,0.475372003358386,0.0123769616221217,0.0928948599788455,0.0517322701813202,-2.11528857399047,-2.08457460037294,-2.266266972261,0.827555299640121,9.61700074526151,15.7203486105969,0.0645588879290908,0.173538300077149,0.0921692134016818,0.998231663347225,0.376366725097235,0.793553756978093,0.659976020465759,0.81227817903478
"Variable_101",0.7253786182639,0.105528744630733,0.116092288859739,0.0218988357508593,0.148389966799838,0.142566907586954,4.94596464839784,4.73509824108721,4.67373138900417,9.96563609630979,20.6823256422324,11.4453651377,0.141956983655915,0.248167797762145,0.168567398903915,0.998231663347225,0.227292680743116,0.576044662077802,0.344758410305693,0.576312566481158
"Variable_102",0.270820505142173,0.00120259629816376,0.242324680052141,0.0861506879625709,0.381361230916446,0.0962914244847495,-2.09332175671691,-2.29081253907323,-2.37851984559739,12.7515181260088,9.15736697758723,10.8707401589648,0.233842335214322,0.542461537551096,0.119305331250862,0.891301806403732,0.0192415407706201,0.695213055270143,0.0712510437986501,0.482447656061035
"Variable_103",0.112662582627288,0.01232823881165,0.756602169813552,0.139787999920039,0.269473813223517,0.019725547331031,-2.00226892923733,-1.55046916434775,-1.42850173131504,5.96536733338015,20.0167402691672,22.6998385156201,0.685943191823408,0.806248841165999,0.163425520689044,0.573554966102559,0.0752093519856717,0.990965631763412,0.00349816672819737,0.078358934711621
"Variable_104",0.984884503153151,0.0228363252683114,0.555480914721427,0.00104985543763032,0.236587941234186,0.0411248105257551,1.99506594527188,2.06483817309884,2.09192158939038,23.976183245273,20.6697748796915,10.0718164534928,0.0405036396233385,0.516317914778304,0.200467189653019,0.998231663347225,0.101242358231847,0.864081422899998,0.375619374054077,0.600990998486524
"Variable_105",0.577014064303915,0.527650249326567,0.148014135371968,0.0372132685098564,0.0446388381978816,0.127559250200431,0.85188987358787,0.358315060743174,0.0211451419873582,8.94678495598781,7.86010014180176,0.580579403944068,0.241943625406114,0.261089039506443,0.536772090083542,0.998231663347225,0.635449762629844,0.606095287424434,0.1544824569526,0.52465272815753
"Variable_106",0.0369813601034677,0.270217527315045,0.266860550885229,0.203400189803055,0.0892312763696441,0.0900441681018122,-2.82736023858403,-2.71884446693248,-2.70908839187822,9.57622279910655,18.9657857109712,9.64341359889347,0.137692409228095,0.0861100259782112,0.0812497996677885,0.345159360965699,0.383093203282089,0.695213055270143,0.113038786386545,0.52465272815753
"Variable_107",0.697628285416265,0.0369769409889267,0.464977560829319,0.0245265491245174,0.209850343340148,0.0532285734550414,-5.55623425827073,-5.37732734882141,-5.49793866452795,15.2520910287172,20.3168488715467,8.87492334369443,0.163329635452924,0.351151316410543,0.14655289100961,0.998231663347225,0.121806393845876,0.793553756978093,0.371697864039011,0.600990998486524
"Variable_108",0.85759459197607,0.195291326642252,0.157756625824233,0.010538817839515,0.11011374902989,0.123577737826126,0.257333846251204,0.0248577792475529,-0.0435726746833554,5.60718316682351,20.6483522629736,11.7934718366454,0.0702676183290489,0.166319360541598,0.106385476112682,0.998231663347225,0.331403463392913,0.609266968700484,0.605220326740896,0.770280415852049
"Variable_109",0.624183675860572,0.0577130796146442,0.984307744768069,0.0319815959323063,0.184320421761178,0.00112912506357799,-4.21205833014646,-4.7183922251992,-5.11827086691205,13.8198984573315,9.5201242390354,3.25413504662592,0.406877401176644,0.934910160935459,0.0572188194111852,0.998231663347225,0.153901545639051,0.993710502923207,0.674796107217615,0.812657677509386
"Variable_110",0.819981788830423,0.513085979983299,0.538821834177409,0.0135945512678014,0.0465469853039776,0.0432080487421331,-5.23623774921761,-5.40949956472049,-5.5130748675323,5.01856802721073,22.6020931209592,11.4600998736515,0.119646468636712,0.138982889077703,0.10363179496969,0.998231663347225,0.631490436902522,0.849972470815068,1,1
"Variable_111",0.428697985047947,0.0304800316390042,0.626715447988644,0.0567406171227375,0.220680780904793,0.0328250748032923,-3.34354946663444,-3.31856794812583,-3.33004170597659,8.91366645287047,19.7134465306428,20.3359886742128,0.0882320232165119,0.205087034462934,0.0932971850805479,0.994799583401223,0.115363966669901,0.9115861061653,0.173574682826274,0.52465272815753
"Variable_112",0.563563552451614,0.0109498810389442,0.733235173606987,0.0387781195900242,0.275634405346478,0.0219196795817286,6.73666206521837,6.64564171902542,6.65446187262512,3.34474861862696,22.009636867095,15.2490671979853,0.0699320966954635,0.158576742092438,0.0259180967578033,0.998231663347225,0.0752093519856717,0.989425776433524,0.21177818566338,0.52465272815753
