Name	CC10.fastq	CC101.fastq	CC102.fastq	CC103.fastq	CC117.fastq	CC118.fastq	CC122.fastq	CC123.fastq	CC13.fastq	CC14.fastq	CC15.fastq	CC16.fastq	CC17.fastq	CC18.fastq	CC19.fastq	CC20.fastq	CC6.fastq	CC67.fastq	CC68.fastq	CC69.fastq	CC7.fastq	CC70.fastq	CC71.fastq	CC78.fastq	CC79.fastq	CC8.fastq	CC80.fastq	CC81.fastq	CC82.fastq	CC83.fastq	CC9.fastq
Species_1532	1	0	0	0	0	1	0	2	1	2	0	0	0	0	0	0	1	0	1	0	2	0	0	0	0	4	0	1	2	1	2
Species_1533	2	0	2	0	0	1	0	3	2	0	1	2	0	1	0	0	4	1	1	0	3	0	0	1	0	2	1	0	1	0	1
Species_1534	8	0	2	0	1	1	0	4	2	1	0	3	1	0	1	1	13	2	3	4	2	1	0	0	0	11	1	2	2	5	3
Species_1535	4	1	3	0	1	2	1	6	7	3	2	3	1	3	1	2	9	2	2	1	6	1	0	1	2	8	1	1	2	2	3
Species_1536	1	0	1	0	0	2	0	0	1	1	1	0	0	0	1	1	3	0	0	1	1	0	0	1	0	6	3	0	1	2	3
Species_1537	2	1	1	0	2	4	1	2	4	0	0	1	0	0	1	0	2	1	0	0	7	1	2	1	0	6	0	0	2	3	3
Species_1538	13	1	9	1	3	9	0	4	4	2	0	3	1	3	3	1	12	2	3	2	11	1	0	5	1	22	3	1	7	5	5
Species_1539	48	5	32	0	15	23	0	19	25	11	4	11	6	6	3	2	169	114	29	11	36	5	6	16	5	56	8	5	15	20	14
Species_1540	0	0	0	0	1	1	0	0	1	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Species_1541	15	6	2	2	3	2	3	2	8	3	0	2	3	4	2	4	7	0	3	2	11	1	1	4	2	11	5	2	2	1	2
Species_1542	12	2	2	2	7	1	0	5	10	1	1	9	2	3	3	1	10	2	4	0	10	2	1	3	0	28	7	3	4	6	6
Species_1543	7	4	2	0	0	3	0	2	5	1	1	0	1	1	1	0	6	2	1	2	3	0	1	0	1	9	1	0	3	3	2
Species_1544	6	2	3	0	2	2	1	0	5	3	0	1	0	1	1	1	5	3	1	1	7	0	0	4	3	4	0	1	0	2	0
Species_1545	5	3	1	0	3	3	0	5	2	3	0	1	0	0	1	0	7	1	1	3	5	0	1	2	0	7	0	1	2	3	5
Species_1546	6	1	2	0	2	3	2	4	2	2	0	1	0	1	4	2	10	4	4	1	11	1	3	2	1	17	2	1	3	4	4
Species_1547	15	3	5	1	2	7	3	3	12	3	2	4	1	5	2	1	15	3	4	3	21	4	3	5	5	23	3	3	3	9	10
Species_1548	4	0	3	0	0	3	0	5	2	2	2	0	0	0	2	1	1	0	1	0	2	0	1	1	0	12	3	1	3	4	2
Species_1549	11	1	5	0	6	3	0	5	8	3	1	6	0	3	3	2	15	3	2	4	15	0	1	7	1	23	6	0	3	11	6
Species_1550	6	3	1	1	7	2	1	7	6	4	0	0	2	1	1	3	11	4	3	0	14	1	2	4	0	18	3	3	5	5	5
Species_1551	9	2	2	1	2	3	1	4	4	0	0	1	2	1	2	2	10	1	2	0	10	2	2	2	1	15	3	1	3	4	5
Species_1552	7	4	2	0	2	2	2	2	7	3	1	1	0	2	2	0	9	6	2	0	4	0	0	4	0	10	5	0	2	1	3
Species_1553	8	1	3	1	2	3	2	1	2	3	2	2	0	1	3	2	15	4	5	1	12	2	2	1	2	10	4	1	1	2	3
Species_1554	8	4	0	1	5	2	0	7	8	3	0	3	3	0	0	0	11	1	5	2	8	1	1	4	1	15	3	1	4	5	7
Species_1555	6	1	2	1	3	1	0	2	3	1	1	1	0	1	2	2	7	2	2	0	4	0	0	1	1	18	1	0	9	4	2
Species_1556	2	0	0	0	0	3	1	0	2	1	1	3	0	2	0	0	4	0	3	0	2	0	0	2	0	10	3	0	3	2	1
Species_1557	3	0	2	0	4	2	1	5	4	1	2	2	0	0	2	1	11	0	6	2	4	0	0	2	0	16	4	0	3	8	4
Species_1558	15	4	3	2	3	5	1	5	4	4	1	4	0	4	10	1	16	8	4	2	9	3	0	4	0	25	2	1	5	13	7
Species_1559	13	2	2	2	4	2	1	4	10	4	2	5	1	5	5	3	26	2	11	4	18	1	5	5	1	28	4	7	7	6	6
Species_1560	2	0	0	0	0	0	0	0	1	1	0	0	1	0	0	0	2	0	0	0	3	0	0	2	0	1	0	1	0	0	0
Species_1561	19	3	7	3	1	0	1	5	11	3	2	6	0	1	2	2	18	5	5	1	11	2	1	5	1	19	2	1	6	6	4
Species_1562	9	0	4	0	0	2	1	2	5	5	1	2	2	1	2	0	12	2	5	2	3	0	1	0	0	17	5	0	2	6	5
Species_1563	8	3	1	1	2	5	3	5	7	4	1	4	2	1	2	1	18	2	4	4	13	3	0	5	2	21	6	2	4	5	3
Species_1564	9	1	2	1	1	2	0	4	8	2	2	5	3	1	5	5	8	5	2	0	7	2	0	3	0	21	6	4	3	3	4
Species_1565	10	0	7	0	3	6	0	3	6	4	0	5	2	3	3	2	12	4	4	1	13	3	2	6	0	28	5	3	8	6	3
Species_1566	8	1	3	1	5	3	1	4	9	2	0	2	2	4	3	2	16	6	4	1	9	0	0	6	1	14	2	0	6	5	6
Species_1567	9	3	3	0	1	0	2	6	9	2	1	1	2	3	2	2	12	2	3	2	8	3	0	3	0	13	3	2	2	3	7
Species_1568	15	1	10	0	3	3	0	10	10	6	2	3	0	1	2	1	22	4	11	2	11	2	2	3	1	28	8	3	4	7	7
Species_1569	13	2	3	0	5	1	1	6	6	5	2	4	1	1	0	2	18	5	5	2	6	0	1	2	1	16	4	1	5	3	3
Species_1570	2	0	0	1	0	2	0	1	2	1	0	0	0	2	0	1	6	1	2	1	7	1	1	4	0	2	0	1	1	0	5
Species_1571	4	0	2	0	1	1	0	1	1	1	1	1	2	1	4	1	15	2	6	3	9	1	1	4	2	13	3	4	1	3	4
Species_1572	5	1	2	0	4	1	1	5	5	4	1	1	2	3	1	0	15	3	4	2	16	5	2	4	1	13	1	3	3	5	6
Species_1573	7	1	2	0	1	2	2	4	5	5	0	2	0	1	4	0	9	6	1	1	9	3	0	4	0	16	4	5	0	6	2
Species_1574	30	8	7	5	8	16	3	6	23	12	2	7	4	3	5	2	33	6	15	6	27	2	3	7	3	36	7	2	9	14	15
Species_1575	7	1	3	1	3	2	1	3	4	5	0	3	0	1	3	1	14	4	2	4	10	3	1	3	2	17	3	3	1	5	8
Species_1576	16	3	6	3	2	0	3	5	5	3	0	6	2	2	1	4	30	10	6	2	20	5	2	10	0	28	5	3	8	6	9
Species_1577	67346	60602	2942	2365	459	595	276	1904	4619	1738	966	5148	1770	2708	6216	1875	3351	286	1663	525	4724	602	304	1194	814	6809	896	683	1348	1716	7539
Species_1578	4	1	1	0	0	0	0	1	3	2	0	1	0	0	0	1	3	1	2	0	7	2	0	3	0	5	0	0	1	0	4
Species_1579	4	1	1	1	1	0	0	0	4	0	0	1	0	1	1	0	6	1	2	2	5	2	0	2	0	9	1	0	3	5	1
Species_1580	8	2	3	0	1	1	1	4	4	6	0	6	2	2	3	1	16	3	4	3	5	2	0	2	0	14	0	0	3	8	6
Species_1581	20	5	6	1	5	9	0	4	7	7	3	9	3	3	6	2	30	12	9	4	17	2	4	6	3	25	6	1	6	12	9
Species_1582	5	1	1	0	3	3	0	4	7	1	0	0	0	0	0	0	13	5	2	5	9	0	1	1	3	13	4	2	2	4	6
Species_1583	2	0	1	1	0	0	0	0	2	1	0	4	1	1	0	0	3	0	1	0	1	0	0	0	0	2	0	1	0	1	1
Species_1584	11	1	4	2	3	2	0	4	7	0	3	2	1	4	1	0	14	4	5	3	8	2	1	0	0	13	2	1	4	1	2
Species_1585	5	2	0	1	1	3	0	8	7	4	3	3	1	1	1	2	13	4	3	4	5	2	0	1	2	10	4	1	1	3	5
Species_1586	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0
Species_1587	3	2	1	0	3	2	0	2	3	1	0	3	0	1	1	0	7	1	1	2	2	0	1	0	0	6	0	0	4	2	2
Species_1588	14	1	4	3	6	9	1	6	7	3	2	6	2	4	2	0	19	9	4	2	21	2	1	9	3	17	1	3	3	7	9
Species_1589	3	0	1	0	0	0	0	3	6	2	1	3	2	0	3	1	9	1	5	2	5	1	0	0	1	13	3	1	4	4	8
Species_1590	6	3	1	1	4	1	1	1	2	1	0	0	3	4	0	1	8	2	1	2	7	1	0	5	0	14	5	1	2	6	3
Species_1591	4	0	4	0	3	5	0	3	10	3	1	6	1	1	0	2	21	5	7	2	9	1	0	4	2	23	6	2	6	6	7
Species_1592	2	0	2	0	1	0	0	1	1	0	1	0	0	0	0	0	5	2	1	1	5	1	0	3	1	5	1	1	2	1	2
Species_1593	19	3	9	2	7	8	2	7	20	8	2	2	4	6	3	2	30	7	10	6	18	3	4	7	1	30	6	2	10	9	11
Species_1594	7	4	2	0	6	1	1	5	13	7	3	2	2	0	2	4	10	6	1	0	14	3	3	4	2	8	0	1	3	4	4
Species_1595	9	1	3	1	4	5	1	2	7	7	3	4	2	1	6	3	20	5	7	1	11	0	4	3	0	18	6	2	2	3	5
Species_1596	7	1	1	0	1	3	0	1	6	0	3	3	1	2	2	1	8	2	4	0	11	2	2	4	1	12	3	1	6	2	3
Species_1597	9	2	2	0	1	2	1	3	5	3	0	7	4	0	1	3	13	2	3	3	6	1	0	2	0	13	2	1	3	4	5
Species_1598	7	2	1	2	1	3	0	8	6	6	1	5	4	3	5	2	12	6	4	1	12	2	0	5	1	12	4	1	2	3	7
Species_1599	8	0	5	1	3	1	2	2	9	1	2	8	0	2	4	2	11	4	1	2	7	0	2	3	1	10	1	0	4	3	4
Species_1600	8	3	3	0	3	1	1	0	1	0	0	1	1	2	1	3	9	2	2	3	6	0	1	2	1	10	1	0	2	5	3
Species_1601	4	2	2	0	3	1	1	4	4	2	2	5	0	1	2	0	15	3	0	6	7	1	0	4	0	15	0	2	3	6	3
Species_1602	194	43	92	3	135	51	8	120	86	39	17	41	29	7	29	19	276	109	86	54	223	27	22	108	6	340	58	52	55	144	124
Species_1603	5	1	4	0	5	4	2	2	5	2	2	1	0	0	1	1	7	3	2	2	3	0	0	1	2	8	4	1	1	2	3
Species_1604	822	107	528	51	99	224	30	83	395	191	57	259	128	279	66	155	504	87	172	50	639	142	128	166	65	722	140	41	165	134	767
Species_1605	25	3	12	2	13	11	1	16	24	14	6	15	6	4	2	4	62	20	17	13	32	5	5	13	4	43	12	5	8	10	11
Species_1606	9	2	3	1	3	0	1	3	6	1	0	3	4	2	0	0	12	2	4	1	13	1	2	4	0	24	0	5	5	10	4
Species_1607	9	1	1	0	4	1	0	5	2	2	0	1	0	1	1	1	9	2	3	1	2	0	0	2	0	5	1	0	1	1	4
Species_1608	2	0	1	0	1	0	0	0	0	0	0	0	1	0	2	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
Species_1609	10	1	4	2	3	3	2	4	6	4	2	3	0	2	1	1	13	1	4	5	9	2	2	3	0	14	3	2	4	1	1
Species_1610	14	6	4	1	1	1	0	4	7	3	0	4	4	1	3	0	19	6	4	2	6	0	2	2	0	16	2	0	4	6	4
Species_1611	10	0	4	0	3	2	3	4	3	1	1	2	0	0	9	0	5	0	1	2	13	4	0	5	1	12	6	1	4	0	5
Species_1612	7	5	0	1	2	6	2	0	4	4	2	6	2	2	1	1	13	1	5	2	12	2	1	5	1	27	11	0	4	4	0
Species_1613	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Species_1614	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
Species_1615	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	1	0
Species_1616	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0
Species_1617	1	0	0	0	0	0	0	0	2	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Species_1618	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0
Species_1619	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	1	1	0	0	0	0
Species_1620	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
Species_1621	2	0	1	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Species_1622	1	0	0	0	0	0	0	0	0	1	0	1	0	0	2	0	0	0	0	0	1	0	0	1	0	2	1	0	1	0	0
Species_1623	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
Species_1624	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0
Species_1625	15	1	6	2	2	0	3	5	9	5	2	6	4	1	3	4	16	5	3	3	10	0	1	6	1	23	4	3	6	7	6
Species_1626	12	5	0	1	7	5	5	8	12	6	4	3	6	8	4	1	31	11	10	3	21	4	4	7	1	30	9	5	2	10	8
Species_1627	4	2	0	0	1	3	0	2	4	5	2	4	3	1	2	0	6	2	3	0	4	1	1	1	1	17	4	4	3	3	4
Species_1628	5	1	1	2	3	3	1	3	9	1	3	1	1	1	1	0	8	2	2	1	9	2	1	1	1	12	3	1	2	4	3
Species_1629	4	2	0	1	4	1	0	3	3	1	2	2	2	1	1	0	4	1	1	1	3	0	0	0	1	3	0	2	0	0	2
Species_1630	5	2	2	0	1	3	0	8	3	3	0	4	0	1	1	1	9	2	4	1	5	0	2	1	1	15	2	6	2	1	2
Species_1631	13	3	3	1	3	2	0	4	9	2	1	4	2	1	2	1	19	2	8	5	8	0	3	1	1	15	4	2	1	3	7
Species_1632	9	1	5	2	1	2	1	2	2	1	0	1	0	2	1	1	5	0	4	0	3	0	0	1	0	6	0	1	2	1	4
Species_1633	25	3	10	1	7	3	3	8	9	7	2	5	1	6	4	0	20	8	9	1	21	5	3	6	1	31	4	6	13	6	9
Species_1634	12	4	2	3	0	2	0	2	5	2	2	6	2	4	2	1	16	5	3	2	9	1	3	1	1	7	0	1	2	3	5
Species_1635	15	2	8	4	1	4	1	1	1	1	1	2	4	0	1	3	12	2	4	1	3	0	0	1	1	13	1	3	6	1	5
Species_1636	5	1	3	1	0	2	1	2	2	2	1	0	0	0	4	0	8	2	2	3	2	0	0	1	0	9	3	1	3	0	4
Species_1637	10	3	2	0	2	4	1	7	7	1	2	3	2	3	1	1	22	3	9	5	17	4	2	4	1	22	2	6	5	1	2
Species_1638	17	1	8	2	3	4	1	7	15	1	1	4	1	3	10	2	17	8	5	3	12	3	0	0	3	22	3	1	2	6	7
Species_1639	3	0	1	0	2	2	1	1	9	1	1	1	1	0	1	0	13	6	3	3	2	0	0	0	0	10	3	1	2	4	4
Species_1640	9	2	2	0	3	2	0	2	7	2	2	4	0	0	3	0	11	1	4	4	16	2	1	6	1	17	3	1	3	7	7
Species_1641	4	0	1	0	1	2	1	0	5	2	2	1	0	2	0	1	4	1	1	2	2	0	1	1	0	6	0	0	3	0	1
Species_1642	6	0	1	4	1	1	1	2	4	3	0	1	1	1	2	0	11	3	4	0	4	1	0	1	1	13	2	2	4	2	4
Species_1643	2	1	0	0	1	0	0	1	5	3	0	1	0	2	0	0	3	0	1	0	2	0	1	0	0	6	1	1	3	0	2
Species_1644	4	1	2	1	1	5	0	3	12	6	1	9	3	2	1	0	7	0	4	1	8	1	0	5	0	10	3	2	1	1	3
Species_1645	17	5	5	0	4	9	1	5	7	5	0	4	3	1	2	0	18	6	7	2	30	7	7	8	3	31	7	2	3	14	7
Species_1646	5	0	3	0	3	3	0	3	3	2	0	1	0	1	1	1	12	3	3	3	8	1	0	5	1	13	3	1	3	3	4
Species_1647	4	0	2	1	3	3	1	1	4	2	0	0	0	1	0	0	8	2	2	1	4	0	0	1	1	10	1	2	3	3	3
Species_1648	21	3	8	2	1	5	5	7	9	7	2	3	2	6	4	6	18	3	8	3	20	5	4	4	0	36	7	5	8	10	6
Species_1649	11	2	5	1	2	3	0	3	6	5	1	4	4	2	1	1	14	6	3	0	13	3	1	6	1	22	4	2	7	7	6
Species_1650	1	0	0	0	1	2	0	1	1	0	1	1	0	1	0	1	1	0	0	1	3	0	1	1	0	5	0	2	2	0	0
Species_1651	3	1	0	1	1	0	0	1	3	3	3	3	3	1	2	0	4	0	2	1	8	0	1	3	0	8	0	1	1	4	4
Species_1652	10	2	3	0	4	3	2	3	5	1	2	0	1	1	1	1	10	2	4	2	9	2	4	0	0	13	1	1	2	8	2
Species_1653	3	1	0	0	1	2	1	5	5	2	0	2	0	3	0	0	9	1	2	1	4	1	0	1	1	14	3	1	3	5	6
Species_1654	2	1	0	0	1	0	0	4	5	3	0	1	2	5	1	0	7	1	2	1	5	0	0	1	2	17	3	2	4	4	4
Species_1655	6	1	4	0	3	1	1	3	6	1	2	5	0	1	0	1	6	1	3	0	8	1	2	3	0	9	2	0	4	0	3
Species_1656	3	1	0	1	2	3	1	0	5	3	0	1	3	0	0	1	4	0	3	1	5	1	0	2	0	3	0	1	0	1	1
Species_1657	13	2	3	1	5	3	2	4	7	7	3	5	3	3	1	3	14	4	7	0	6	1	0	3	1	37	4	9	6	13	5
Species_1658	7	0	2	2	3	1	3	3	4	7	4	5	0	0	6	1	13	2	5	1	8	0	1	4	0	12	6	1	3	2	7
Species_1659	2	1	1	0	0	0	0	1	0	0	0	1	0	0	1	0	0	0	0	0	2	0	0	1	0	1	1	0	0	0	0
Species_1660	5	1	0	0	4	2	3	4	6	3	0	4	1	1	2	1	11	1	4	2	8	1	2	4	1	12	3	1	2	4	4
Species_1661	5	2	1	0	2	0	1	4	4	1	1	6	1	2	1	0	14	2	5	0	6	0	2	2	1	13	3	2	4	2	2
Species_1662	25	4	11	2	7	7	4	8	24	6	3	7	5	2	5	1	42	8	12	6	29	2	4	9	0	37	7	2	9	12	16
Species_1663	10	3	5	2	6	2	0	3	8	2	0	1	2	0	2	0	15	6	3	1	4	0	0	1	1	15	4	2	5	1	6
Species_1664	7	0	2	2	2	8	1	3	8	4	0	2	0	1	0	1	8	3	1	2	7	1	1	3	1	12	4	2	1	2	1
Species_1665	20	7	5	3	11	9	1	5	20	4	3	4	0	5	4	3	23	6	7	4	21	5	2	6	5	32	6	5	7	10	10
Species_1666	10	2	2	2	5	1	1	3	4	2	0	3	3	0	0	3	18	4	7	2	8	0	3	2	1	20	3	3	3	3	4
Species_1667	6	2	1	1	7	0	1	2	7	1	0	4	0	1	1	1	14	2	6	1	6	0	1	2	0	14	7	2	0	2	5
Species_1668	3	0	3	0	1	2	0	4	8	3	2	2	2	2	1	0	14	4	3	2	5	0	0	4	0	11	5	2	2	1	5
Species_1669	9	1	2	1	3	2	1	6	9	2	1	2	3	3	2	0	11	1	3	1	18	3	5	1	2	27	2	7	4	8	10
Species_1670	2	0	1	0	2	2	0	1	5	1	1	1	1	3	1	0	17	3	8	2	7	0	1	1	1	11	4	0	2	4	1
Species_1671	4	0	2	1	1	0	0	1	3	0	0	1	0	1	2	0	8	1	5	1	6	1	0	4	0	9	2	1	0	4	3
Species_1672	5	1	3	0	2	2	1	2	4	2	1	5	1	1	0	0	11	2	3	2	6	1	1	0	0	11	1	2	2	5	1
Species_1673	12	2	3	2	3	4	2	4	7	3	0	4	2	2	0	1	18	2	7	2	13	2	0	3	4	17	4	0	5	6	4
Species_1674	6	1	1	2	2	2	0	5	1	6	0	6	0	2	1	2	8	3	3	2	6	0	2	3	0	11	2	1	3	2	9
Species_1675	8	3	5	0	7	6	2	7	8	0	0	6	2	2	4	0	23	11	2	4	11	1	2	4	2	14	1	1	3	6	11
Species_1676	1	0	1	0	0	0	0	1	0	1	1	1	0	0	0	0	3	1	1	0	0	0	0	0	0	2	0	0	0	2	1
Species_1677	20	7	5	4	5	4	0	8	14	4	4	5	3	2	6	0	25	9	5	3	19	1	2	9	2	32	5	2	7	11	8
Species_1678	7	1	3	1	5	4	0	4	5	3	2	3	3	3	1	2	16	3	7	1	17	0	1	9	0	28	3	3	5	12	7
Species_1679	7	3	2	1	5	2	1	5	7	3	0	3	3	3	1	0	15	4	5	1	7	3	0	2	2	12	0	1	3	5	9
Species_1680	5	0	2	0	0	2	0	2	4	0	0	0	1	0	2	1	3	1	0	0	4	1	0	0	0	3	0	1	0	2	2
Species_1681	10	0	3	2	3	2	1	5	11	3	0	3	3	3	2	3	20	2	4	7	15	2	1	5	2	22	7	2	5	6	7
Species_1682	10	3	3	0	5	4	1	5	7	0	4	0	1	0	0	1	12	4	2	2	9	0	1	2	2	10	2	0	3	3	7
Species_1683	2	0	0	1	1	1	0	2	1	2	0	0	1	1	0	0	10	0	5	2	3	2	0	0	0	9	2	2	1	3	1
Species_1684	32	10	9	2	8	15	2	23	20	14	1	4	7	3	2	4	42	13	10	8	33	1	4	17	2	61	11	4	10	27	21
Species_1685	8	2	1	0	5	2	0	4	8	2	1	5	1	3	3	2	18	4	6	2	12	2	1	1	2	30	8	4	7	8	8
Species_1686	10	1	4	3	6	5	2	5	3	7	0	0	0	2	1	0	10	1	3	0	5	0	1	1	0	15	2	0	5	6	3
Species_1687	3	3	0	0	2	4	0	3	5	4	0	2	0	3	2	0	14	2	5	4	14	0	1	6	1	19	4	3	4	5	8
Species_1688	11	6	2	0	1	1	0	4	2	2	1	1	3	2	0	2	10	2	1	3	12	3	1	3	1	14	2	1	0	5	2
Species_1689	12	3	5	2	2	5	4	4	13	4	4	1	2	3	0	1	24	3	8	4	19	2	1	6	5	27	8	2	7	7	2
Species_1690	6	0	3	2	6	5	1	0	9	2	3	1	0	1	1	0	12	1	3	1	8	1	4	2	0	14	4	1	4	2	1
Species_1691	14	3	5	3	2	3	3	6	13	7	2	3	6	2	3	2	32	15	8	4	15	0	2	5	3	35	3	2	7	15	12
Species_1692	10	4	2	1	3	5	1	4	8	0	1	3	1	2	2	1	14	1	6	3	10	1	2	4	1	19	4	2	7	3	6
Species_1693	10	2	2	2	4	4	0	3	9	2	2	3	2	5	3	3	14	3	3	1	12	3	1	3	0	17	1	3	2	4	7
Species_1694	6	0	1	2	4	1	0	3	4	2	0	1	1	3	1	1	7	0	2	3	10	2	3	4	1	7	2	0	2	1	0
Species_1695	8	3	2	0	3	4	1	3	2	1	1	2	0	1	0	2	7	3	3	1	13	2	4	5	2	7	2	1	1	3	5
Species_1696	6	0	3	1	6	0	0	1	1	0	0	3	0	1	2	0	14	3	5	2	8	1	3	3	1	12	1	2	2	5	5
Species_1697	9	2	3	1	3	0	0	3	6	2	3	4	1	0	0	0	7	2	2	1	5	1	1	0	1	8	1	0	2	1	3
Species_1698	6	2	0	0	2	2	0	3	3	2	1	3	2	2	2	3	5	2	1	1	7	2	3	0	1	11	2	1	3	3	4
Species_1699	15	3	4	2	5	4	2	5	8	3	0	6	3	1	1	2	15	3	2	4	11	0	1	3	5	22	5	3	2	9	10
Species_1700	5	0	1	1	0	2	1	2	3	1	2	1	1	0	0	0	8	2	2	1	6	1	0	1	1	10	0	0	2	8	1
Species_1701	5	1	2	0	1	3	0	2	2	4	0	2	0	2	1	0	8	1	4	1	10	0	4	2	1	20	6	5	2	5	2
Species_1702	2	0	2	0	1	1	0	2	5	1	0	1	2	0	0	0	6	0	4	2	4	0	1	1	1	7	3	1	0	2	1
Species_1703	3	2	0	0	3	0	3	0	4	1	0	3	2	3	2	1	3	1	0	1	9	3	2	2	0	13	2	1	4	5	3
Species_1704	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	1	0	0	1	0	0	0	0	1	0	1	0	0	0
Species_1705	226	10	134	7	130	87	13	87	1080	105	156	376	24	45	8	7	271	139	80	23	217	82	38	34	21	446	211	8	171	25	100
Species_1706	2	1	1	0	0	1	0	2	7	4	1	2	2	1	1	1	12	1	6	2	3	0	0	2	0	9	3	1	2	2	4
Species_1707	2	0	1	0	1	1	1	0	2	1	0	1	0	0	0	0	3	0	2	0	0	0	0	0	0	3	0	0	0	1	1
Species_1708	2	1	0	0	0	0	0	0	2	2	1	1	1	0	0	1	2	0	2	0	3	1	1	0	0	10	1	0	3	6	1
Species_1709	10	2	6	0	0	3	1	4	7	2	3	0	0	1	0	0	9	1	2	3	12	0	0	5	0	7	2	0	1	1	6
Species_1710	12	6	5	0	5	6	2	6	9	4	3	5	2	2	1	0	16	6	3	4	15	2	2	6	1	22	2	3	6	7	9
Species_1711	3	0	0	1	2	1	2	4	4	0	0	4	2	2	0	0	10	3	1	0	12	1	4	4	1	7	0	0	2	2	5
Species_1712	5	2	2	1	4	1	1	6	4	4	0	1	0	2	2	1	14	6	5	0	10	2	2	4	0	12	4	1	3	1	2
Species_1713	6	4	2	0	0	0	1	0	4	1	0	1	1	0	1	2	8	1	3	1	2	0	0	2	0	9	0	3	4	2	1
Species_1714	19	7	4	1	7	4	1	3	8	5	0	4	2	1	7	0	19	7	3	4	14	0	3	6	2	31	5	5	4	14	6
Species_1715	8	3	2	2	1	6	2	4	4	3	1	4	1	2	0	1	8	1	4	3	7	2	1	3	1	15	3	2	2	4	1
Species_1716	2	0	0	0	1	0	0	2	1	2	0	1	1	1	1	1	6	2	1	1	5	1	0	1	0	6	0	3	1	2	6
Species_1717	2	0	1	0	2	1	0	1	2	0	0	2	0	0	3	1	7	2	2	0	6	1	0	3	1	7	2	0	2	0	2
Species_1718	10	1	6	0	2	4	2	2	4	5	4	6	1	4	1	1	9	2	3	1	10	1	1	3	2	17	7	2	2	2	10
Species_1719	7	0	2	0	0	2	0	4	4	2	2	2	0	2	2	0	9	1	3	1	9	2	1	2	0	5	1	0	3	0	0
Species_1720	7	0	3	1	5	2	0	3	6	4	0	5	1	2	3	0	22	8	6	2	13	2	3	2	1	22	5	1	6	8	9
Species_1721	4	1	2	0	5	4	2	0	7	2	1	4	1	1	4	1	11	1	0	6	6	1	0	2	0	17	2	1	2	10	9
Species_1722	4	1	2	0	0	2	0	1	8	6	3	1	1	0	1	2	6	1	3	0	6	6	0	0	0	16	5	0	7	1	2
Species_1723	18	4	5	3	2	1	0	4	2	4	0	3	1	1	3	2	15	2	7	4	8	0	1	4	1	15	3	2	5	3	11
Species_1724	18	3	3	2	3	8	3	9	18	6	1	8	5	4	4	3	39	9	7	8	26	5	2	7	5	41	5	6	9	17	13
Species_1725	21	3	9	0	11	8	5	8	14	10	2	8	3	2	5	4	32	7	14	5	15	5	1	6	0	38	11	0	8	12	7
Species_1726	14	2	5	0	7	4	2	5	14	4	5	5	1	5	4	4	25	5	13	2	19	4	2	6	2	23	2	2	8	7	6
Species_1727	8	1	2	3	4	2	1	3	11	7	3	1	3	1	4	0	20	5	10	1	10	3	1	1	4	17	4	0	3	6	9
Species_1728	2	0	1	0	1	1	1	2	2	2	0	3	2	0	0	0	10	6	3	0	7	0	2	2	3	2	0	0	1	1	1
Species_1729	6	1	3	1	1	2	2	3	9	0	0	4	1	3	2	1	11	5	1	1	7	0	2	2	0	11	2	1	3	2	7
Species_1730	6	1	3	0	3	3	0	3	3	0	0	1	0	1	3	3	11	3	4	1	9	1	2	3	0	18	6	2	2	5	10
Species_1731	12	4	3	1	2	4	0	0	8	7	1	0	0	1	6	2	29	5	8	11	12	2	0	4	0	20	6	0	3	6	3
Species_1732	10	4	4	0	7	11	4	8	13	2	1	4	2	3	0	1	30	19	8	2	22	6	6	5	1	28	7	4	6	9	10
