Name	CC10.fastq	CC101.fastq	CC102.fastq	CC103.fastq	CC117.fastq	CC118.fastq	CC122.fastq	CC123.fastq	CC13.fastq	CC14.fastq	CC15.fastq	CC16.fastq	CC17.fastq	CC18.fastq	CC19.fastq	CC20.fastq	CC6.fastq	CC67.fastq	CC68.fastq	CC69.fastq	CC7.fastq	CC70.fastq	CC71.fastq	CC78.fastq	CC79.fastq	CC8.fastq	CC80.fastq	CC81.fastq	CC82.fastq	CC83.fastq	CC9.fastq
Species_1733	6	1	2	3	0	4	0	5	9	3	2	3	2	3	3	2	14	2	5	3	8	0	2	3	2	15	0	1	4	4	7
Species_1734	6	2	1	2	3	4	1	3	8	4	2	3	3	2	3	1	11	4	1	2	5	0	0	1	0	11	1	1	3	3	5
Species_1735	21	4	4	3	4	7	1	10	14	6	3	5	3	2	3	1	40	16	11	6	32	4	5	15	0	33	6	7	6	10	5
Species_1736	11	2	4	2	3	2	1	6	5	2	0	6	3	1	2	1	18	5	5	4	12	0	3	5	2	19	5	3	3	7	5
Species_1737	4	1	2	0	1	0	0	1	0	0	0	0	0	1	0	0	6	2	2	1	3	0	0	3	0	5	0	0	3	0	2
Species_1738	24	3	11	0	11	6	1	13	16	7	2	3	4	5	2	1	41	19	10	3	15	3	2	5	1	35	7	6	5	12	9
Species_1739	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Species_1740	170	53	50	18	21	13	5	42	131	71	19	33	13	16	24	15	123	16	32	4	79	2	8	13	11	188	24	15	30	40	96
Species_1741	6	2	2	0	1	3	2	4	2	1	0	0	0	2	0	0	12	3	2	5	13	4	0	5	0	14	5	1	0	7	4
Species_1742	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Species_1743	0	0	0	0	0	0	1	0	3	0	0	0	2	1	0	0	3	0	1	1	2	1	0	1	0	5	0	0	1	1	1
Species_1744	9	4	3	1	3	2	0	3	9	2	1	2	2	2	2	0	17	6	5	4	3	1	0	0	2	13	2	2	3	4	6
Species_1745	2	1	1	0	0	0	0	2	1	0	0	0	0	1	0	0	2	1	1	0	1	0	0	0	0	3	0	1	1	0	1
Species_1746	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Species_1747	10	5	0	2	1	5	1	8	5	4	1	3	1	1	2	2	14	4	4	1	11	2	1	5	2	31	5	2	8	8	4
Species_1748	6	0	5	0	3	2	1	7	6	3	1	0	3	3	0	0	12	2	3	3	3	0	1	0	1	13	2	1	1	5	2
Species_1749	11	5	2	0	1	3	2	4	5	2	0	2	2	2	2	2	11	4	3	3	7	0	2	1	2	15	2	1	2	6	7
Species_1750	14	5	7	2	7	3	0	6	9	4	1	7	2	2	4	4	27	9	5	6	20	3	2	8	0	27	7	1	6	7	6
Species_1751	15	3	1	3	9	5	0	9	6	10	2	5	1	0	5	3	32	7	9	8	22	3	2	7	1	33	7	1	8	12	6
Species_1752	4	0	1	1	0	1	0	1	0	0	0	3	0	0	0	0	2	1	1	0	1	0	0	1	0	4	1	1	1	0	0
Species_1753	2	0	1	1	0	2	0	2	5	1	0	0	0	0	1	0	5	1	1	1	0	0	0	0	0	3	1	0	0	1	0
Species_1754	1	0	1	0	0	0	1	0	1	1	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	1	0	0	0	1	1
Species_1755	10	1	3	2	2	3	0	4	2	3	3	9	0	3	3	0	11	4	4	0	4	1	0	0	1	12	4	2	4	1	6
Species_1756	9	0	5	1	1	4	1	3	75	13	12	1	0	0	3	5	9	3	2	2	6	2	1	2	0	18	5	0	3	6	10
Species_1757	8	3	3	2	1	1	0	3	5	1	0	5	2	1	0	0	10	4	4	2	10	0	1	4	2	12	4	0	2	4	5
Species_1758	10	1	7	0	4	1	1	4	11	7	0	5	5	1	3	0	13	3	5	3	11	3	3	2	1	13	1	1	2	8	7
Species_1759	1	0	0	0	1	0	0	0	2	0	0	1	0	0	0	0	2	0	0	0	1	0	0	0	0	4	1	1	1	0	0
Species_1760	0	0	0	0	0	0	0	0	2	2	0	0	1	0	1	0	1	0	0	1	4	0	0	1	1	2	0	1	0	0	2
Species_1761	14	4	2	3	2	2	0	9	10	6	1	3	0	3	4	5	23	3	9	2	10	1	1	4	0	34	5	2	9	12	16
Species_1762	12	3	3	1	1	0	0	0	1	3	0	2	0	1	2	1	9	2	3	3	5	0	0	2	1	3	0	0	1	1	4
Species_1763	5	1	1	1	2	2	0	2	5	2	0	2	2	2	2	1	7	1	3	1	4	0	1	2	0	12	1	1	3	2	2
Species_1764	12	4	2	1	3	7	3	7	10	6	1	4	2	1	2	3	17	5	6	2	5	1	2	1	0	14	2	2	3	2	5
Species_1765	8	2	2	0	3	3	0	1	7	1	2	4	3	1	3	2	12	5	3	1	6	0	0	3	0	20	4	3	3	5	1
Species_1766	24	3	6	3	10	10	1	12	14	12	1	8	4	4	8	1	54	12	23	6	42	4	3	20	4	48	6	5	13	17	13
Species_1767	16	6	4	1	3	11	2	6	14	6	1	7	2	2	2	5	28	10	6	6	15	2	0	8	1	29	7	4	9	6	5
Species_1768	8	2	2	2	1	2	0	4	4	4	1	1	0	2	3	2	5	1	2	0	9	0	0	7	0	15	4	2	2	3	4
Species_1769	9	1	6	0	3	3	0	5	8	4	2	5	0	2	4	0	13	2	4	2	8	0	1	2	1	20	1	5	5	7	8
Species_1770	6	2	2	0	4	5	0	0	4	1	4	0	0	0	1	1	10	2	5	2	4	1	0	0	1	14	1	1	3	4	4
Species_1771	5	1	3	0	1	1	1	1	4	3	0	0	1	2	0	2	11	4	4	0	6	0	1	2	1	11	1	0	2	8	3
Species_1772	27	0	27	0	17	11	0	4	22	18	15	8	10	0	0	0	82	60	18	0	18	1	16	0	0	2	0	0	0	0	0
Species_1773	15	4	6	2	2	2	1	3	7	4	2	5	0	0	4	0	18	4	3	1	5	2	2	1	0	10	0	1	1	4	3
Species_1774	43	9	11	4	4	13	2	18	14	6	5	11	4	7	2	3	31	8	9	6	34	10	3	7	2	36	5	5	10	14	20
Species_1775	12	4	5	0	4	3	1	3	9	5	0	7	1	1	1	2	20	7	4	4	17	3	4	7	2	21	3	2	3	12	15
Species_1776	10	4	3	1	4	3	0	0	7	2	1	1	2	0	2	1	13	4	3	2	11	4	1	2	2	15	4	0	2	6	6
Species_1777	5	2	0	2	2	5	0	1	9	1	0	2	2	1	2	1	6	0	3	1	12	3	3	3	0	13	2	2	1	2	1
Species_1778	14	4	1	1	6	6	2	4	9	6	1	4	3	3	5	2	22	5	4	10	12	5	2	2	2	28	0	4	8	12	4
Species_1779	6	0	2	0	0	3	2	2	5	1	0	1	0	0	5	1	16	2	5	4	8	1	0	4	1	14	3	2	2	4	5
Species_1780	3	0	0	1	2	1	2	1	3	1	0	1	1	2	1	0	5	1	1	1	4	1	1	0	0	4	0	1	1	1	1
Species_1781	174	28	93	7	94	99	37	138	342	131	27	61	34	15	23	22	529	110	295	60	199	44	23	78	17	419	112	35	142	88	84
Species_1782	18	5	6	2	4	3	1	1	6	6	3	4	1	5	2	3	27	6	12	5	10	0	2	2	0	18	3	5	4	5	4
Species_1783	14	2	7	1	5	3	0	5	3	3	0	2	1	2	4	0	11	4	2	2	9	0	1	3	0	14	0	4	4	5	3
Species_1784	7	2	2	1	4	3	2	1	2	5	0	2	1	2	1	2	14	2	5	5	11	1	1	5	0	15	1	1	6	5	8
Species_1785	7	2	4	0	2	1	2	5	3	7	0	4	1	2	3	2	26	5	10	5	13	2	1	4	1	11	2	1	1	5	7
Species_1786	8	1	3	1	1	4	0	4	5	4	2	8	3	5	5	1	16	3	4	3	13	2	3	1	1	14	3	3	3	3	10
Species_1787	13	2	3	0	0	0	0	4	2	2	3	1	1	0	3	0	11	2	5	0	8	0	1	4	0	17	5	0	1	5	7
Species_1788	16	5	8	1	1	3	0	6	13	7	2	3	2	2	1	4	29	6	8	7	11	2	1	0	3	13	3	2	1	4	6
Species_1789	24	7	8	1	10	7	3	9	20	5	1	11	5	3	3	2	43	6	20	7	22	5	0	7	1	43	4	3	16	12	16
Species_1790	10	3	2	2	8	2	0	3	5	6	1	1	3	3	5	2	10	2	2	2	9	2	0	2	1	19	5	1	2	6	9
Species_1791	4	1	0	1	3	3	0	2	7	3	0	4	1	1	2	0	15	3	4	2	8	2	2	3	1	30	5	2	5	13	4
Species_1792	12	1	5	1	5	4	1	6	9	6	4	3	2	1	3	2	30	9	10	7	14	2	3	5	1	21	7	3	2	7	7
Species_1793	10	0	3	2	4	3	1	3	10	1	1	2	0	3	2	5	20	3	5	2	12	2	4	1	2	16	3	0	4	3	4
Species_1794	33	7	8	2	4	1	1	13	17	8	4	5	2	4	8	3	29	4	4	4	19	1	0	7	1	35	4	2	9	8	14
Species_1795	17	2	7	3	4	4	4	5	15	10	7	10	5	4	7	2	22	6	2	1	20	2	2	4	4	36	6	4	6	7	14
Species_1796	11	4	3	1	1	3	0	3	6	4	4	2	4	1	2	0	10	0	3	3	14	3	1	4	1	12	2	2	4	2	2
Species_1797	12	5	3	1	5	2	2	3	5	2	0	2	0	2	1	0	13	2	8	2	14	4	2	3	2	12	4	0	2	5	8
Species_1798	7	3	1	2	4	0	1	7	2	1	0	1	2	0	2	0	14	1	6	2	6	1	1	2	1	9	3	0	2	3	4
Species_1799	8	1	4	1	0	2	1	1	5	3	3	2	2	4	1	0	11	3	4	0	6	1	1	3	0	10	4	1	4	1	3
Species_1800	13	3	5	1	6	3	0	7	14	3	3	3	2	8	1	0	30	7	8	1	14	0	1	9	0	24	3	1	8	7	12
Species_1801	1436	626	57	718	10	10	1	8	4248	2178	691	15	26	10	756	4	3149	8	8	4	29	2	0	8	2	89	18	5	19	4	90
Species_1802	16	5	5	4	3	5	3	3	11	10	1	4	2	1	2	3	27	3	6	6	23	3	3	9	3	20	6	2	5	4	9
Species_1803	14	7	1	1	4	7	2	7	7	5	0	4	1	4	2	3	27	6	7	6	12	1	2	5	0	14	1	0	4	4	5
Species_1804	5	0	3	1	3	2	0	0	7	1	1	0	2	2	1	2	13	5	4	1	12	2	1	5	1	17	0	1	1	8	7
Species_1805	64	17	31	2	34	31	18	44	77	21	9	33	13	9	8	11	149	40	57	19	68	24	11	15	13	168	31	20	57	37	26
Species_1806	101	15	46	24	39	40	16	49	78	52	16	39	15	36	17	17	119	39	35	20	83	20	14	19	15	211	43	27	64	54	25
Species_1807	9	2	3	3	6	3	1	6	13	7	2	1	6	3	5	1	17	3	5	3	8	0	1	3	1	17	2	2	6	2	4
Species_1808	9	3	3	0	4	0	1	3	4	3	5	5	2	2	5	0	17	2	8	5	9	1	2	4	1	17	4	3	5	4	5
Species_1809	13	3	7	1	9	5	2	9	10	3	2	2	3	2	2	3	27	11	9	1	9	2	1	4	0	26	5	5	6	7	9
Species_1810	12	2	3	1	6	8	3	6	7	4	4	3	2	2	3	1	34	10	9	8	33	3	5	11	1	35	8	2	6	14	17
Species_1811	21	6	5	1	4	7	2	6	11	3	0	2	1	3	0	1	28	8	11	7	20	2	3	10	2	26	3	2	4	11	8
Species_1812	6	1	2	0	5	6	1	3	4	4	1	7	0	2	2	0	18	10	6	2	12	2	0	4	1	22	4	0	4	10	7
Species_1813	26	5	8	0	5	7	0	9	22	7	1	5	2	2	4	2	44	11	21	5	21	4	3	7	3	41	11	6	4	15	15
Species_1814	29	6	16	0	9	5	2	9	20	4	4	3	2	4	4	0	36	9	14	5	21	4	6	6	1	34	7	7	8	9	11
Species_1815	22	6	7	2	5	10	2	10	13	6	1	8	4	1	7	2	41	15	9	7	44	3	6	23	3	69	7	11	13	32	18
Species_1816	11	5	3	0	7	10	1	8	3	1	3	4	2	3	1	1	18	7	8	1	11	4	3	2	0	16	1	1	2	8	8
Species_1817	14	1	7	1	3	4	0	9	10	9	1	5	2	4	4	1	29	11	3	5	17	3	0	6	2	25	6	1	7	6	8
Species_1818	21	6	8	1	3	4	2	10	15	3	2	4	2	3	4	1	35	10	13	6	27	4	4	9	1	37	13	2	8	10	13
Species_1819	13	3	5	2	4	4	2	7	8	3	1	1	0	2	4	1	19	4	9	3	17	0	6	8	0	25	2	6	4	11	7
Species_1820	5	0	4	1	2	2	0	2	6	2	0	6	3	1	1	2	12	3	3	2	9	1	1	6	0	17	2	3	1	4	3
Species_1821	952	245	359	47	459	793	283	532	857	335	158	296	234	124	161	79	3192	1376	1452	154	1492	221	186	803	90	2676	487	186	931	491	403
Species_1822	8	3	1	0	2	4	2	2	5	1	0	0	1	1	1	0	8	0	2	3	8	1	2	0	1	12	3	0	2	5	0
Species_1823	5	2	3	0	2	1	0	6	4	1	0	2	1	1	0	0	7	4	1	0	5	1	1	1	1	11	3	0	1	2	4
Species_1824	3	2	0	1	1	2	2	2	7	1	1	1	0	0	0	1	9	4	3	0	7	2	0	3	0	8	1	0	3	3	1
Species_1825	9	2	3	0	4	2	1	7	9	3	0	0	3	0	1	2	15	3	5	2	7	2	0	3	0	19	1	1	5	7	3
Species_1826	14	2	5	2	4	3	0	8	17	5	3	5	1	0	5	3	28	6	9	3	9	0	2	4	1	26	9	5	4	6	6
Species_1827	1	0	1	0	0	0	0	1	2	3	1	0	0	1	1	1	6	1	3	0	4	1	0	1	0	8	3	2	0	2	2
Species_1828	12	5	4	1	0	0	1	2	3	2	0	2	2	1	0	0	6	0	1	1	5	0	2	2	1	11	1	1	6	2	0
Species_1829	13	4	1	0	7	2	2	7	8	6	3	5	3	1	6	1	23	6	8	2	12	1	2	6	1	21	4	2	2	7	3
Species_1830	2	0	2	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0
Species_1831	4	0	2	0	3	1	0	2	2	3	0	0	0	1	2	0	5	3	1	0	9	2	1	4	0	16	4	3	3	4	3
Species_1832	3	0	1	0	2	2	1	5	3	1	0	1	0	0	0	0	6	2	1	3	14	2	4	4	2	9	3	0	0	6	6
Species_1833	13	5	7	0	5	3	1	7	10	2	1	6	4	5	3	0	20	4	6	3	12	1	2	1	2	20	6	4	3	3	9
Species_1834	4	2	1	0	2	2	1	10	3	1	0	2	4	3	0	0	9	0	4	1	4	1	0	0	0	12	2	2	5	0	6
Species_1835	7	0	3	2	4	4	1	3	4	2	0	2	1	2	1	0	13	2	3	2	6	2	0	0	1	12	4	0	3	4	7
Species_1836	7	1	3	1	0	0	0	3	6	2	2	2	1	0	0	1	12	7	2	0	8	2	0	2	0	8	1	0	1	4	1
Species_1837	10	5	2	2	1	0	2	2	7	2	3	6	1	4	3	2	23	3	6	4	15	1	1	8	0	18	4	1	6	5	6
Species_1838	2	0	1	1	3	2	1	2	9	6	0	4	1	1	1	1	8	2	5	0	7	0	0	2	3	13	0	0	6	4	6
Species_1839	3	1	2	0	0	6	1	3	8	1	2	1	0	0	3	1	7	2	1	1	7	2	1	0	2	13	2	1	4	2	2
Species_1840	15	1	7	2	1	1	1	3	4	3	3	6	0	2	2	1	14	4	3	4	7	1	2	3	1	14	2	1	4	2	5
Species_1841	8	2	1	1	0	0	0	2	5	2	2	1	1	0	2	2	4	0	3	0	3	1	0	2	0	11	4	0	3	4	4
Species_1842	29	8	8	6	9	9	2	16	17	18	3	11	6	12	5	1	44	7	11	8	29	5	3	14	0	35	7	3	6	13	16
Species_1843	0	0	0	0	1	1	0	1	5	1	0	3	4	2	1	3	6	3	2	1	3	0	1	1	0	6	1	0	2	2	5
Species_1844	6	1	1	0	3	2	1	1	7	1	1	7	0	1	2	1	11	3	4	2	10	2	3	1	4	15	6	0	4	3	4
Species_1845	11	2	6	3	5	3	1	1	9	3	0	4	0	2	1	2	10	3	1	2	10	1	0	5	1	15	3	3	3	4	6
Species_1846	41	12	11	1	17	21	4	31	38	15	2	13	7	10	4	4	96	24	35	21	63	12	7	22	9	135	50	8	24	36	17
Species_1847	8	3	5	0	3	8	0	4	10	6	2	2	1	6	3	2	11	4	4	3	9	1	3	1	0	20	4	1	5	6	4
Species_1848	10	0	6	1	2	5	0	5	6	3	2	3	5	1	2	2	7	2	3	1	7	1	2	1	0	22	6	4	3	5	4
Species_1849	3	1	2	0	1	3	0	11	9	4	1	4	1	4	1	0	7	2	3	1	8	0	4	2	1	6	2	1	1	1	1
Species_1850	5	0	2	1	3	1	0	3	7	0	0	1	1	0	1	1	7	0	2	1	6	0	1	1	1	11	2	0	1	2	5
Species_1851	24	6	8	0	7	17	2	19	12	12	3	7	5	4	5	1	65	16	16	15	37	4	2	18	7	67	16	7	14	23	24
Species_1852	12	4	4	0	9	5	0	10	9	4	5	7	1	7	4	2	24	7	11	2	20	3	1	6	5	38	6	6	8	13	10
Species_1853	1	0	1	0	1	2	0	0	1	0	0	0	0	1	0	0	4	1	2	1	0	0	0	0	0	4	0	1	1	1	2
Species_1854	5	0	2	0	2	1	0	1	1	1	0	2	0	1	0	0	5	3	1	0	4	0	0	2	1	10	2	2	1	4	4
Species_1855	4	0	2	0	3	1	0	1	4	2	1	5	0	2	1	2	7	2	1	0	5	1	0	1	1	13	3	3	1	4	2
Species_1856	15	5	6	2	5	6	2	14	9	3	2	4	5	1	2	3	23	7	7	5	20	2	4	8	3	26	8	2	6	5	10
Species_1857	5	0	1	1	4	2	0	4	1	2	0	0	0	0	0	0	2	1	0	0	4	1	0	2	0	8	2	2	4	0	3
Species_1858	5	0	1	2	0	2	0	6	4	3	0	4	0	1	2	1	13	8	1	0	7	2	0	2	1	6	2	1	0	2	3
Species_1859	11	3	4	1	1	2	0	8	7	2	1	1	4	2	4	4	16	6	4	2	8	0	0	1	3	16	3	1	5	5	8
Species_1860	9	2	3	2	3	5	0	4	7	2	1	0	0	0	1	0	11	2	3	3	7	1	1	4	0	14	4	2	3	4	6
Species_1861	7	0	3	1	1	3	2	4	4	7	2	4	1	0	3	1	18	7	5	1	10	1	3	0	0	13	4	0	2	5	2
Species_1862	6	1	3	1	0	1	1	2	9	4	1	3	1	0	1	0	7	1	4	0	5	0	1	3	0	11	1	2	0	4	1
Species_1863	8	2	3	0	5	3	0	3	9	6	4	2	4	3	2	3	19	2	5	4	21	2	3	10	2	19	5	1	6	3	10
Species_1864	7413	1817	2438	685	3974	2630	1427	5197	3797	2261	917	2627	1280	2571	1270	612	17764	7719	4846	2430	13518	3754	2554	4465	604	19491	5943	1828	4790	4991	4682
Species_1865	9	2	2	3	6	4	1	6	11	2	1	0	2	1	1	0	17	4	5	2	7	2	0	2	0	15	2	1	3	6	7
Species_1866	3	1	0	0	2	4	1	1	3	2	1	2	1	0	3	1	17	7	2	4	7	1	1	2	0	19	2	2	5	6	2
Species_1867	15	3	7	0	5	4	0	3	13	2	1	4	0	0	3	2	14	6	4	1	9	1	3	4	0	13	1	0	4	2	4
Species_1868	8	1	2	1	2	3	0	2	1	2	0	8	1	3	3	1	16	2	7	4	4	2	2	0	0	10	0	1	2	5	4
Species_1869	5	3	0	0	2	1	2	0	3	0	1	0	1	3	0	1	18	3	9	1	6	0	1	4	1	14	2	0	4	5	2
Species_1870	15	5	6	1	4	1	1	7	13	5	0	6	2	2	2	1	16	4	4	3	11	3	0	5	0	31	4	2	7	7	9
Species_1871	14	5	4	1	4	3	2	7	6	2	0	8	4	0	1	2	20	5	7	2	14	3	2	4	1	20	1	2	5	10	7
Species_1872	7	3	2	0	1	5	1	4	5	1	0	4	0	2	0	1	10	3	4	1	5	2	1	0	1	17	3	1	4	8	3
Species_1873	7	2	2	0	0	3	0	9	5	3	0	1	0	3	2	0	14	6	5	1	7	3	2	0	0	20	5	3	2	8	4
Species_1874	6	1	2	1	1	0	1	5	6	5	4	1	4	2	5	1	12	0	5	1	9	0	2	1	0	8	3	1	1	2	5
Species_1875	32	5	23	1	6	9	3	13	11	12	3	21	9	12	0	9	27	4	12	4	15	5	4	2	3	20	5	0	7	5	4
Species_1876	5	1	1	0	1	1	2	3	3	2	3	3	0	0	1	0	18	3	3	4	13	3	2	5	0	14	1	1	4	4	4
Species_1877	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	2	1	0	0	0	0	0	0	0	1	0	0	0	0	0
Species_1878	12	3	3	2	5	5	3	8	14	5	0	6	3	3	5	1	23	8	6	3	17	2	3	7	2	22	6	3	7	3	5
Species_1879	5	1	3	0	4	2	0	4	6	1	1	1	2	2	3	2	9	2	2	1	8	1	3	1	1	17	3	1	6	4	1
Species_1880	3	1	1	0	1	2	1	5	6	1	1	2	1	0	1	1	7	2	2	1	5	0	0	0	2	18	0	1	6	9	1
Species_1881	7	2	0	1	1	6	0	6	8	4	0	3	2	2	2	0	6	2	1	1	3	0	0	3	0	9	1	0	1	4	2
Species_1882	15	6	5	1	0	2	1	6	14	4	1	4	1	2	3	1	15	5	6	1	10	2	0	5	2	15	4	2	3	3	6
Species_1883	18	6	3	2	8	3	2	6	9	3	1	9	5	6	3	1	29	4	14	3	17	1	2	10	0	35	8	5	5	8	12
Species_1884	11	5	3	2	6	3	0	9	6	2	1	5	0	0	4	2	18	7	3	2	17	3	3	8	0	15	2	1	5	4	7
Species_1885	9	2	3	0	1	2	1	6	12	7	0	3	2	1	3	1	19	3	2	6	17	1	1	6	1	24	2	5	5	8	9
Species_1886	3	1	1	0	3	0	1	1	2	1	3	4	0	0	0	0	5	0	4	1	4	0	1	1	1	8	2	0	2	3	4
Species_1887	7	1	2	0	0	2	0	3	7	1	0	3	0	0	2	0	8	1	2	3	6	0	0	1	1	7	0	0	3	4	4
Species_1888	13	2	5	5	0	3	0	2	5	1	1	5	0	2	1	0	11	1	1	6	6	1	1	0	1	13	1	2	2	5	5
Species_1889	9	2	3	0	1	4	1	4	1	1	0	1	0	1	1	1	5	0	3	1	11	1	1	7	0	10	3	1	3	2	4
Species_1890	16	5	7	2	1	7	4	6	5	6	1	4	1	3	3	1	16	4	8	1	13	2	1	1	3	33	11	3	10	5	10
Species_1891	8	1	4	3	5	3	1	4	5	1	0	1	2	1	1	0	9	3	2	1	15	1	1	7	1	12	5	0	3	2	4
Species_1892	9	3	1	4	1	2	1	3	4	2	0	2	0	1	1	0	10	3	3	1	7	0	0	2	0	15	4	2	2	3	2
Species_1893	11	2	2	1	5	4	1	4	14	4	0	4	3	1	2	3	24	6	10	0	16	4	1	3	2	26	2	4	8	9	5
Species_1894	339	90	125	17	169	258	36	168	284	129	37	103	52	50	70	29	598	195	220	103	427	85	60	181	19	684	159	87	166	225	190
Species_1895	14	2	6	0	4	3	2	4	10	9	4	4	2	4	6	2	19	5	5	3	17	2	1	5	2	29	6	0	5	16	11
Species_1896	12	1	4	1	2	1	1	4	6	2	1	3	2	2	2	0	16	7	5	1	13	2	2	3	3	19	6	2	3	5	6
Species_1897	7	2	1	1	1	0	1	2	3	1	0	1	1	0	0	0	6	0	0	4	6	0	1	2	0	8	3	0	4	1	2
Species_1898	4	0	1	0	2	0	0	1	2	2	0	1	0	0	0	0	5	0	1	0	6	0	1	3	0	10	0	1	3	4	6
Species_1899	10	3	2	0	3	1	2	3	2	2	0	1	0	0	2	2	10	1	4	3	3	1	0	1	0	17	2	2	2	11	0
Species_1900	6	1	1	1	3	2	0	6	2	4	2	2	0	2	1	1	16	3	4	5	9	1	1	2	1	16	1	1	5	4	7
Species_1901	6	1	1	1	4	1	0	4	2	0	2	1	2	2	0	0	8	1	2	2	5	0	1	2	0	12	2	1	1	4	4
Species_1902	11	1	2	3	4	2	0	4	7	2	0	1	3	2	0	0	7	2	2	0	6	0	2	2	1	14	2	2	2	5	4
Species_1903	12	2	6	1	1	4	1	1	6	3	1	3	3	0	2	0	16	4	4	4	9	3	2	1	0	17	2	1	6	7	10
Species_1904	19	5	4	1	1	5	2	4	8	5	0	3	1	0	2	1	18	4	9	3	14	6	0	3	3	14	1	2	4	1	6
Species_1905	6	1	3	1	4	1	1	1	2	3	1	2	0	2	1	0	13	3	4	2	5	1	0	3	0	13	4	1	2	5	5
Species_1906	11	0	4	1	2	3	1	1	9	2	1	3	1	0	1	3	13	1	6	0	6	1	1	2	0	16	4	1	3	4	6
Species_1907	19	5	8	3	4	7	2	9	10	10	3	9	3	4	3	2	19	7	8	2	23	2	3	7	1	24	4	1	5	9	11
Species_1908	8	4	2	0	0	1	0	4	3	0	0	3	1	0	3	0	9	0	4	1	7	4	1	2	0	9	3	0	2	2	2
Species_1909	8	3	1	1	4	2	1	4	6	2	1	5	1	0	1	1	10	2	3	0	9	0	1	5	2	15	4	3	2	3	7
Species_1910	8	1	4	1	1	2	0	1	4	5	0	2	0	1	1	2	10	1	2	2	5	2	1	0	0	16	3	2	5	3	2
Species_1911	2	0	2	0	3	1	1	2	1	2	0	0	1	0	1	0	3	0	2	1	7	1	4	1	1	2	0	1	0	1	0
Species_1912	7	1	2	1	1	3	1	5	14	8	2	7	1	0	2	3	10	3	4	2	11	0	2	4	3	13	2	1	5	4	5
Species_1913	18	4	8	3	1	0	2	2	6	1	2	1	0	1	2	1	7	1	4	0	11	7	0	4	0	17	4	1	3	7	4
Species_1914	18	7	3	2	3	1	0	0	4	3	5	5	2	3	2	2	16	6	6	3	9	1	0	2	1	17	5	0	6	3	14
Species_1915	7	0	4	0	3	2	0	5	5	0	1	2	0	2	1	1	14	2	6	2	14	4	1	2	0	12	1	1	4	4	7
Species_1916	6	1	2	2	1	0	1	4	10	5	1	5	0	1	1	2	11	3	5	2	10	0	2	4	3	22	3	2	5	6	7
Species_1917	3	0	3	0	1	0	0	1	1	1	0	2	1	1	0	0	4	3	1	0	2	1	0	0	0	3	0	2	0	1	0
Species_1918	3	0	1	0	0	0	0	1	2	2	1	1	0	1	0	0	7	3	0	3	5	0	1	3	0	5	1	0	0	2	2
Species_1919	5	0	1	2	0	3	1	2	5	1	1	0	0	0	1	0	5	1	1	1	3	1	0	1	0	7	4	0	1	1	0
Species_1920	165	21	101	24	26	47	18	41	186	69	8	58	21	39	22	40	234	54	70	30	142	24	35	23	12	224	50	16	44	39	127
Species_1921	9	3	3	0	0	1	0	1	5	2	0	2	1	0	3	1	6	2	2	0	9	3	2	1	1	12	0	3	7	1	5
Species_1922	4	0	2	1	5	2	1	2	4	1	1	2	0	1	1	0	12	0	6	1	8	0	0	7	0	6	0	1	2	3	5
Species_1923	7	0	6	0	1	0	0	1	3	0	0	1	1	2	1	0	10	1	4	1	6	2	1	2	0	10	4	0	0	4	2
Species_1924	7	1	2	3	1	1	0	2	5	0	1	3	1	1	0	0	10	3	2	0	3	0	2	0	1	8	3	2	0	1	1
Species_1925	5	2	1	0	3	1	1	1	10	2	1	2	2	1	0	1	16	2	4	2	14	3	3	1	2	10	3	1	1	3	4
Species_1926	32	6	13	10	61	16	7	9	25	8	4	15	4	7	2	5	49	14	22	4	30	11	4	9	0	54	12	7	13	13	18
Species_1927	14	1	6	2	1	2	0	9	9	4	1	6	0	4	4	0	9	2	5	1	14	2	1	5	2	33	2	3	10	11	8
Species_1928	11	3	5	1	0	2	0	1	7	0	1	2	2	2	1	2	8	1	4	0	6	3	0	1	1	17	1	3	2	2	5
Species_1929	7	1	3	2	3	1	0	1	3	3	0	1	0	1	1	0	13	4	4	0	5	0	0	3	0	15	2	1	7	4	2
Species_1930	10	4	4	0	2	3	1	3	4	1	4	3	0	1	1	3	11	1	5	4	3	1	0	0	1	16	3	2	1	6	3
Species_1931	7	3	1	0	0	1	0	1	5	5	2	2	0	0	1	0	8	1	4	1	6	2	0	2	0	12	3	1	4	4	1
Species_1932	77	15	44	12	32	28	19	53	347	75	15	25	16	12	10	21	154	53	40	13	113	23	13	29	32	182	43	15	54	37	21
Species_1933	5	1	2	1	1	0	1	4	4	1	0	0	2	0	1	2	9	2	1	1	11	1	1	4	0	12	1	0	1	8	4
